chunk_id,source_file,chunk_index,text,word_count
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_2,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,2,"the breath again, and allow the thought to recede into the background. And now, allowing this focused attention you've had on your breath. To recede into the background, of course, the breath is always present to you to come home to. But for now, becoming aware of thoughts, allowing thoughts to become the object of your awareness, thoughts as they arise in the mind. Not contriving thoughts, but becoming interested in noticing when you are thinking. Allowing your attention to directly look at your thoughts and instead of returning to your breath as you've done before, noticing the process of thinking itself. Viewing thoughts and thinking as simply an event or in an activity of the mind, not having to engage with the content of a thought, to feed it, or to proliferate it in any way. Seeing if it's possible to be open and curious about this activity of",150
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_3,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,3,"the mind. Observing thoughts without having to engage with them, noticing them as they arise, letting them simply be, and to pass away, as they naturally do, just as clouds do, in a clear, open, expansive sky. 06:50 As you explore awareness of thoughts and thinking, you may be aware of many thoughts coming and going or periods of few thoughts or perhaps just resting and stillness. Observing, noticing how thoughts arise and dissolve. Aware of their changing and transient nature. And if you find your attention has been carried away into a stream of thoughts, gently becoming aware that you're no longer observing your thoughts and without judging this or the content of your thinking, and with some kindness as well, coming back to the breath to refresh and then either choosing to stay with the breath or returning to awareness of thoughts and thinking as the central object",150
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_4,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,4,"of your awareness. As you observe thoughts, you may notice thoughts about the future or the past or thoughts about planning, evaluating, maybe fantasizing, or remembering. If you find it helpful, you may very gently and lightly label a thought silently to yourself with a single word such as ""past"", ""future"", or simply ""thinking"". Be aware of the thought, allowing it to be and pass, without having to identify with it or cling to it, just a thought being known. Labeling a thought may provide some distance, more objectivity, or spaciousness as you rest with an awareness of thoughts. As you observe thoughts, you may also notice emotions arising along with the thoughts. You may observe a variety of human emotions, including fear or peace, anxiety, contentment, anger, joy, or sadness. And you may also notice a variety of body sensations associated with these emotions, including perhaps a tightness, bracing,",150
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_5,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,5,"or a softness or a tenderness. As best as you can with kindness and self- compassion, softening into and turning toward whatever is present, being with thoughts and emotions, with kindness and compassionately as they arise and pass away. Some thoughts and emotions can be particularly compelling or challenging to observe for any number of reasons. There's no need to be hard on yourself or judge your thinking or emotions as good or bad or right or wrong. We all experience challenging emotions and thoughts and can easily fall into conditioned and reactive patterns. If at any time, while practicing awareness of emotions or thoughts should become too challenging or overwhelming for you for any reason, you can always return to the breath as the object of your awareness or choose to gently open your eyes for a few moments and simply observe your surroundings. Just like clouds in a",150
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_6,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,6,"clear expanse of sky, thoughts and emotions arise and fade away. The sky is unaffected by clouds and holds them all in its vastness, not grasping or following. So, too, your awareness can be like the vastness of the sky, not needing to follow or feed any particular thought or feeling or emotion, seeing and being with it instead just as it is, arising, being known and passing away, impermanent, transient. So now, allow this awareness of thinking, of thoughts and emotions to recede into the background and for a few moments, return to the felt sense of your body sitting here now. Noticing the weight of the body being held and supported by the chair or the surface it's resting on now. And turning to your breath, being with the sensations of your soft belly breathing. As this practice comes to an end, take a moment to appreciate yourself",150
guided_meditation_thoughts_and_emotions.docx_cleaned.txt_chunk_7,guided_meditation_thoughts_and_emotions.docx_cleaned.txt,7,"and your good effort, your willingness to practice mindfulness, and being fully present to the unfolding of your life.",19
introduction_to_no_agenda_practice.docx_cleaned.txt_chunk_0,introduction_to_no_agenda_practice.docx_cleaned.txt,0,"Introduction to no agenda practice The no agenda practice is where we intentionally create the time and the space to actively practice non doing. This is a radical shift because we are so often driven by all of the to-dos that we have to get done. And sometimes, when we intentionally take the time to actively be instead of do, we can feel some anxiety or worry, or maybe even some guilt like, ""Who are we to take this time?"" And this is all part of the practice of learning how to skillfully shift between doing and being. And like anything, it's a practice. So it takes time, and the skill will develop the more frequently you practice. \ 1 / 1",122
just_like_me_female_voice.docx_cleaned.txt_chunk_0,just_like_me_female_voice.docx_cleaned.txt,0,"Just Like Me Female Voice When practicing this meditation, try to find a quiet place and time that works best for you to practice free from distractions in interruptions, remembering also to always care for yourself, including easing up on a meditation practice or discontinuing it altogether if it ever feels too challenging for you for any reason, and perhaps instead, choosing to go for a mindful walk or to speak with a trusted friend. This is a just like me compassion meditation. So beginning this meditation now by settling into a comfortable seated position, one for you that reflects a sense of comfort in the body and also a wakeful, kind attentiveness. Choosing to either gently close your eyes or keeping your eyes open with a soft, fixed gaze, allowing your hands to rest comfortably, feeling your feet in contact with the floor, perhaps noticing the weight of the",150
just_like_me_female_voice.docx_cleaned.txt_chunk_1,just_like_me_female_voice.docx_cleaned.txt,1,"body being held and supported by the chair or the surface it rests on now, and maybe becoming aware of a sense of coolness or warmth in the room you're sitting in now. And when you're ready, if you'd like, taking in two or three deeper, fuller breaths, as you breathe in, inviting ease. And as you breathe out, allowing the out-breath to fully release. With each out-breath, as best you can, letting go of what's already been today and is yet to come and allowing your attention to be here now. Letting go of the deeper fuller breaths and becoming aware now of the natural rhythmic quality of the body breathing, being with each full in-breath and out-breath, noticing how the body knows just how to breathe, so there's no need to control the breath, simply observing its sensations. And should your attention wander away from the sensations of",150
just_like_me_female_voice.docx_cleaned.txt_chunk_2,just_like_me_female_voice.docx_cleaned.txt,2,"the breath, just waking up to this and escorting your attention back to the breath and beginning fresh and new again. When you're ready, allowing this focused awareness on the breath to recede into the background. Of course, you can always come back to the breath to refresh or regroup. But for the remainder of this practice now, we'll be working with creating a connection with another person. Starting to notice similarities and commonalities with another, as opposed to the differences that often divide us. So now, in your awareness, allowing yourself to bring to mind someone with whom you have a small bit of difficulty. So not someone for whom there's a big challenge or a great deal of tension with, but someone that you may have a bit of difficulty with, or someone that you find having difficulties relating to from time to time. As you bring this",150
just_like_me_female_voice.docx_cleaned.txt_chunk_3,just_like_me_female_voice.docx_cleaned.txt,3,"person to mind, as you recall them now, holding an image of them in your mind's eye or having a felt sense of what it's like to be in their presence. Whatever feels most appropriate and comfortable for you. So simply holding them in your awareness now and perhaps at a bit of a distance, if you'd like. As you hold this person in your awareness, you may notice that there are thoughts or stories that are starting to emerge around the difficulty or the challenge that you have with this person. And if this arises, just allowing it to be there in the background. But in the foreground of your attention, taking another moment or two to just have the image or hold the felt sense of this person. And now, taking a slightly deeper inhale in a slightly deeper exhale to allow yourself to really connect with your",150
just_like_me_female_voice.docx_cleaned.txt_chunk_4,just_like_me_female_voice.docx_cleaned.txt,4,"own body and your breath. Noticing what's present for you with some care and kindness. And now, from this embodied presence, allowing yourself to notice that this other person has a mind and a body just like you. In this way, this person is just like me. And recalling that this person has feelings, they have thoughts, they too experience all the ups and downs of being human, including physical and emotional pain and difficulty, and at other times, a sense of ease and well-being. Just like me. Reflecting that this person has, at some point in their life, probably been frustrated, sad, or they've been hurt or confused. Just like me. Seeing if you can sense this commonality, this just-like-me aspect of your shared humanity with this other person. And now, reflecting on how this person is probably doing the best that they know how, just like me. Even",150
just_like_me_female_voice.docx_cleaned.txt_chunk_5,just_like_me_female_voice.docx_cleaned.txt,5,"if the impact may sometimes be difficult on you, they're doing the best that they know how, just like me. And remembering that this person wishes to be happy, healthy, to have a sense of meaning and purpose in their life and to belong, just like me. So now, taking another slightly deeper inhale and slightly deeper exhale, connecting again with your body and your breath, noticing what's present, holding it all with a gentle compassion, as best you can. And now, if you'd like, gently beginning to cultivate some goodwill towards this other person, this fellow human being, offering simple intentions of well wishes to this person, gently repeating the phrases silently to yourself or modifying them as you'd like. Or maybe letting them go all together if, for any reason, they don't feel right for you, and instead, resting in a gentle, mindful awareness of whatever may arise",150
just_like_me_female_voice.docx_cleaned.txt_chunk_6,just_like_me_female_voice.docx_cleaned.txt,6,"in your body, thoughts and emotions as you sit in stillness, so offering goodwill towards this other person. May this person be healthy and strong of body, mind, and spirit. May they feel supported. May this person find ease and joy in their life, just as I wish for ease and joy in my life. I offer these well wishes for this person because they are a fellow human being, just like me. Offering these simple wishes, the sense of goodwill or well wishing, to this other person, as best I can without conditions or strings attached. Now for a few moments, you might even imagine that this person is offering you these well wishes because they are a fellow human being experiencing a sense of shared humanity with you. Just as you are wishing for my health, my sense of ease, and joy, I too wish for your health,",150
just_like_me_female_voice.docx_cleaned.txt_chunk_7,just_like_me_female_voice.docx_cleaned.txt,7,"for your sense of ease, and for joy in your life. And if that's too difficult or doesn't feel right or accessible to you right now, then don't force it. You might just open to all the goodwill that you've received from others throughout your life, from friends from your family of origin or your family of choice, even from strangers who have offered a smile or held a door open for you. All of these ways that you've received kindness and goodwill in your life, taking some time to really take this in now and seeing if you can soak it in, almost like a sponge. Taking in this kindness and this goodwill. Feeling it in the body. Breathing into the feeling. And remembering that all of us, in the best way that we know how, are trying to find happiness, to find a life that includes ease and",150
just_like_me_female_voice.docx_cleaned.txt_chunk_8,just_like_me_female_voice.docx_cleaned.txt,8,"joy, and even if the way we go about it doesn't always have the attended effect, but we're all human and we all have a basic shared wish to be happy, to belong, and to have a sense of joy and ease in our lives. So now, taking some time to appreciate your willingness to try this practice. It's not an easy practice for many of us, this cultivation of our mind and heart. This sense of acknowledging a common shared humanity with another can sometimes be challenging. This exploring what connects us rather than that which divides us and creates separation. This requires practice, patience, and compassion for ourselves and others. It often also takes courage and time to cultivate this understanding and some wisdom to know perhaps when we need to take a break. Always knowing that you can come back to this practice, whenever you need it,",150
just_like_me_female_voice.docx_cleaned.txt_chunk_9,just_like_me_female_voice.docx_cleaned.txt,9,"or that you can change individuals, perhaps finding someone where there's less difficulty or less struggle to begin with. So now, allowing this just like me compassion practice to come to a conclusion. Gently opening your eyes if they were closed and softly looking around the room maybe for a few moments, reorienting yourself. Perhaps feeling the support offered by the chair or the surface you're resting on now. Maybe stretching the body a bit or choosing to sit in stillness for a while before choosing to slowly resume the activities of your day.",94
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_0,week_five_just_like_me_male_voice.docx_cleaned.txt,0,"Week Five: Just Like Me So for this practice, it's helpful to have the eyes closed if that feels safe enough. Otherwise, allowing your eyes to be open with a soft, relaxed gaze. And beginning by finding a comfortable posture, as comfortable as you can, as that will help support this particular practice. And this practice will be working with creating a connection with another person. Starting to notice similarities and commonalities as opposed to the differences that often divide us. And to begin, allow yourself to take a slightly deeper inhale and a slightly deeper exhale. And with the exhale, softening through your body as much as is possible at this moment. Now in your awareness, in your mind's eye. Allowing yourself to think of someone with whom you have a small bit of difficulty, so not somebody for whom there's a huge challenge. Just someone for whom there's",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_1,week_five_just_like_me_male_voice.docx_cleaned.txt,1,"a bit of difficulty between the two of you, or you find yourself struggling each time you try to relate. And as you recall this person, try to either have the image of this person or the felt sense of what it's like to be in their presence. And try to make it as vivid as you can, either the feeling or the image. And as you do this, you may even notice that there are thoughts or stories that are starting to emerge around the difficulty or the challenge that you have with this person. And if those arise, just allowing them to be there in the background, but in the foreground of your attention, taking another moment or two to just have the image or the felt sense of this person, and now taking a slightly deeper inhale and a slightly deeper exhale to allow yourself to really",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_2,week_five_just_like_me_male_voice.docx_cleaned.txt,2,"connect with your body and your breath for a few moments. And from this place of embodied presence. Allowing yourself to notice that this other person has a mind and a body just like you. So this person is just like me. And remembering that this person has feelings. They have thoughts. They have all of the ups and downs of body experience, pain, sense of ease, and well-being just like me. And seeing if you can sense this commonality. And even reflecting that this person has, at some point in their life, been frustrated, they've been sad, they've been hurt or confused, just like me. This person has experienced physical and emotional pain and difficulty just like me. And you can also reflect that this person is doing the best that they know how. Even if the impact is difficult on other people. They are doing the best that",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_3,week_five_just_like_me_male_voice.docx_cleaned.txt,3,"they know just like me. And remembering that this person wishes to be healthy, to have a sense of meaning and purpose, and also to belong just like me. So now take another slightly deeper inhale, slightly deeper exhale, connecting again with your body and your breath. And now we can try cultivating some goodwill towards this other person that's human just like me. So you might try offering a simple intention or a simple wish. I wish that this person has health and strength. I wish that they have support in their life. I wish for this person to find ease and joy in their life. And I wish this because this person is a fellow human being, just like me. So now try offering these simple wishes - and you can find your own if you'd like - or even just this sense of goodwill or well-wishing that",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_4,week_five_just_like_me_male_voice.docx_cleaned.txt,4,"you're offering to this other person. Now, for a moment, you might even imagine that this person was looking back at you. And as they were looking back at you, they offered another simple phrase or wish and said, ""Just as you are wishing for my health, for my sense of ease and joy, I too wish for your health, for your sense of ease and joy in your life."" So you might even imagine that this person because they are a fellow human being, is also offering it back to you. And if that's too difficult, if that doesn't feel like it's accessible, then don't force it. You might just open to all of the goodwill that you've received from others, from friends, from your family of origin or your family of choice, even from strangers who offer a smile or hold a door for you, all of these",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_5,week_five_just_like_me_male_voice.docx_cleaned.txt,5,"ways that you've received kindness and goodwill in your own life, taking some time to take this in and seeing if you can really soak it in almost like a sponge taking in this kindness and this goodwill. And remembering that all of us, in the best way that we know how, are trying to find happiness, trying to find a life that includes ease and joy, even if the way we go about it doesn't have the intended effect. But we're all human, and we all have this basic need to be happy, to belong, and to have a sense of joy and ease. So finally, taking a last moment or two to appreciate your willingness to try this practice, it's not an easy practice. You're reorienting your own mind and your own heart. You're finding that which is common, that which connects us, rather than that which divides",150
week_five_just_like_me_male_voice.docx_cleaned.txt_chunk_6,week_five_just_like_me_male_voice.docx_cleaned.txt,6,"us and creates separation. And this is a practice that takes patience, takes time to cultivate, and it also takes the wisdom to know perhaps when you need to take a break knowing that you can come back to this practice whenever you need it, or that you can change individuals, perhaps finding someone where there's less difficulty or less struggle to begin with. So now you can let this particular practice go and open your eyes if they were closed, or if your eyes were open, just gently looking around the room for a few moments.",97
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_0,week_four_thoughts_and_emotions.docx_cleaned.txt,0,"Week Four: Thoughts and Emotions This is a guided meditation on mindfulness of thoughts and emotions. Beginning now by simply settling into a comfortable seated position. Making sure you're caring for your body, adjusting it in any way you may need to reflect a sense of comfort, dignity, and stability. For some of you, this may mean choosing a lying down meditation posture or perhaps supporting your posture with cushions or a blanket. When you're ready now, gently closing the eyes, or if you'd prefer, having a soft fixed gaze. As you bring your attention inward now, inviting a sense of ease throughout the body, noticing any bracing, holding, or tightness, perhaps in the muscles of the face, the neck, shoulders, or lower back, and inviting a softening. If you'd like, take in a couple of deeper, fuller breasts now. And as you breathe out, releasing and softening into the",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_1,week_four_thoughts_and_emotions.docx_cleaned.txt,1,"body perhaps a bit more as you settle into being here now. And when you are ready, turn your attention now to the belly and softening into the muscles of the abdominal region. Gently, tuning into the actual sensations of the breath and the belly. The subtle gentle movement of your belly as it expands with each inhale. In the sensations of your belly as it naturally falls with each exhalation. Coming up close to the natural movement of the breath, the full cycle of the breath. Perhaps noticing its changing qualities, maybe a shortness or a deepening of each breath. As your awareness, rest, with the rhythmic quality of each breath. Each breath held with a relaxed and curious attention. Each breath, fresh, new, and unique. As you practice being with the breath and the belly, if you notice yourself thinking, for now, just gently reconnect your attention to",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_2,week_four_thoughts_and_emotions.docx_cleaned.txt,2,"the breath again, and allow the thought to recede into the background. And now, allowing this focused attention you've had on your breath to recede into the background. Of course, the breath is always present for you to come home to. But for now, becoming aware of thoughts, allowing thoughts to become the object of your awareness, thoughts as they arise in the mind. Not contriving thoughts, but becoming interested in noticing when you are thinking. Allowing your attention to directly look at your thoughts and instead of returning to your breath as you've done before, noticing the process of thinking itself. Viewing thoughts and thinking as simply an event or in an activity of the mind, not having to engage with the content of a thought, to feed it, or to proliferate it in any way. Seeing if it's possible to be open and curious about this activity of",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_3,week_four_thoughts_and_emotions.docx_cleaned.txt,3,"the mind. Observing thoughts without having to engage with them, noticing them as they arise, letting them simply be, and to pass away, as they naturally do, just as clouds do, in a clear, open, expansive sky. As you explore awareness of thoughts and thinking, you may be aware of many thoughts coming and going or periods of few thoughts or perhaps just resting and stillness. Observing, noticing how thoughts arise and dissolve. Aware of their changing and transient nature. And if you find your attention has been carried away into a stream of thoughts, gently becoming aware that you're no longer observing your thoughts and without judging this or the content of your thinking, and with some kindness as well, coming back to the breath to refresh and then either choosing to stay with the breath or returning to awareness of thoughts and thinking as the central object of",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_4,week_four_thoughts_and_emotions.docx_cleaned.txt,4,"your awareness. And as you observe thoughts, you may notice thoughts about the future or the past or thoughts about planning, evaluating, maybe fantasizing, or remembering. If you find it helpful, you may very gently and lightly label a thought silently to yourself with a single word such as ""past"", ""future"", or simply ""thinking"". Be aware of the thought, allowing it to be and pass, without having to identify with it or cling to it, just a thought being known. Labeling a thought may provide some distance, more objectivity, or spaciousness as you rest with an awareness of thoughts. As you observe thoughts, you may also notice emotions arising along with the thoughts. You may observe a variety of human emotions, including fear or peace, anxiety, contentment, anger, joy, or sadness. And you may also notice a variety of body sensations associated with these emotions, including perhaps a tightness, bracing,",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_5,week_four_thoughts_and_emotions.docx_cleaned.txt,5,"or a softness or a tenderness. As best as you can with kindness and self- compassion, softening into and turning toward whatever is present, being with thoughts and emotions, with kindness and compassionately as they arise and pass away. Some thoughts and emotions can be particularly compelling or challenging to observe for any number of reasons. There's no need to be hard on yourself or judge your thinking or emotions as good or bad or right or wrong. We all experience challenging emotions and thoughts and can easily fall into conditioned and reactive patterns. If at any time, while practicing awareness of emotions or thoughts should become too challenging or overwhelming for you for any reason, you can always return to the breath as the object of your awareness or choose to gently open your eyes for a few moments and simply observe your surroundings. Just like clouds in a",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_6,week_four_thoughts_and_emotions.docx_cleaned.txt,6,"clear expanse of sky, thoughts and emotions arise and fade away. The sky is unaffected by clouds and holds them all in its vastness, not grasping or following. So, too, your awareness can be like the vastness of the sky, not needing to follow or feed any particular thought or feeling or emotion, seeing and being with it instead just as it is, arising, being known and passing away, impermanent, transient. So now, allow this awareness of thinking, of thoughts and emotions to recede into the background and for a few moments, return to the felt sense of your body sitting here now. Noticing the weight of the body being held and supported by the chair or the surface it's resting on now. And turning to your breath, being with the sensations of your soft belly breathing. As this practice comes to an end, take a moment to appreciate yourself",150
week_four_thoughts_and_emotions.docx_cleaned.txt_chunk_7,week_four_thoughts_and_emotions.docx_cleaned.txt,7,"and your good effort, your willingness to practice mindfulness, and being fully present to the unfolding of your life.",19
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_0,week_four_working_with_thoughts.docx_1_cleaned.txt,0,"Week Four: Working with Thoughts 00:01 So allow yourself to come into a comfortable and relaxed posture and notice with a sense of internal awareness, internal knowing, if there are any parts of your body that need some attention. Might be noticing some discomfort or holding or bracing. And taking a few moments to allow your attention to notice these different parts of your body and inviting in some sense of ease, whatever that means for you. 00:58 And now, turning your attention to noticing your belly. And as much as you can, allowing your belly to be soft and loose. Tuning into all of the sensations of this soft diaphragmatic breathing. The movement of your belly as it expands with each inhale. And the sensations of your belly as it falls with each exhale. And as much as you can, giving your attention completely to your breathing. Almost as",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_1,week_four_working_with_thoughts.docx_1_cleaned.txt,1,"though you're resting into the rhythm of each in-breath and each out-breath. Noticing the qualities, the coolness, or the warmth. Noticing the length of each in-breath and each out-breath. Shortness or its length. And seeing if you can hold a relaxed and curious attention with all of the changing sensations moment to moment. So the direct felt sense of your breath rather than the concept. The moment-to-moment experience. And as much as you can, doing this in a relaxed way, not needing a lot of effort or energy. Just giving yourself completely to your breath which will allow you to settle and become a little bit calmer as you rest with the process of your own breath. The process of breathing. And if you notice yourself thinking and for the next couple of minutes, gently reconnect yourself with the soft belly breathing. So just allow yourself to connect with the",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_2,week_four_working_with_thoughts.docx_1_cleaned.txt,2,"steadiness of your own breath and the rhythm of the in and the out. And staying close to the felt sense experience, the moment-to-moment sensations. All right. So now with a sense of calm, letting your breath fade into the background of your attention and allow yourself to open the field of your attention wide, and becoming interested in noticing when you're thinking. So no need to stop thinking and remember that thinking is not a problem. So long as you're clearly aware that thinking is happening. So allowing your attention to directly look at your thoughts. So instead of returning to your breath, as we've done before, noticing the process of thinking itself. And if your thoughts fade away as you watch them or look at them, then just wait until they come back or rest with an open and quiet state of mind. What's it like to have",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_3,week_four_working_with_thoughts.docx_1_cleaned.txt,3,"a mind that's not thinking as much? You can even use a very, very soft whisper of a note in your own mind as a way to help label the thinking process. So you might drop in the word thinking, thinking, very softly with maybe only 5% of your attention, but just as a way to give you some distance between the- 11:16 thoughts and your awareness. And sometimes thoughts can be images or words. And you can even notice how you're relating to the thoughts by the tone of that internal note or label. Is it soft and gentle thinking, thinking, or is it harsh and loud? Thinking. You might even be able to sense some emotion that's connected to the thought. There's excitement around the thought. Or a sense of annoyance, wanting it to go away. Well, there could be underlying worry or concern that's keeping your attention",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_4,week_four_working_with_thoughts.docx_1_cleaned.txt,4,"fixated on the thought. So as much as you can, again, keeping the attention wide open; and if you get stuck using this very gentle whisper-like label or note, thinking, as a way to help untangle you from the thinking process. And remember that if the thinking goes away, the thoughts disappear, then you can relax into that quiet space of mind; a sense of spaciousness and openness. So as you continue to notice the thinking process being opened, any thoughts, allow yourself to be curious about if there are any physical components of thinking. Can you sense any pressure or tension in your body as you're thinking? Often, the face or the shoulders or the belly will hold some of this pressure or tension. And if you notice this, is it possible to relax and soften any of this tension or pressure that's connected to thinking? And this is",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_5,week_four_working_with_thoughts.docx_1_cleaned.txt,5,"where you could perhaps take a deeper inhale and a deeper exhale. And then with the exhale, imagining that you're relaxing the thinking brain like you're relaxing a muscle, inviting it to rest, and not needing to exercise. Sometimes thoughts can be very sticky. They can be very persistent. And if you're noticing that a pattern of thought is very persistent, it's calling your attention again and again, and then you might try using a simple metaphor to remind yourself of the nature and the quality of the thinking process. So thought is mostly an empty, quickly- passing experience that dissolves in the spotlight of your attention. It's like a fog that rolls in. And if you take time trying to find the center of the fog, you'll just get lost in the thought. Instead, if you step way back, allowing the mind to be very open, your attention to",150
week_four_working_with_thoughts.docx_1_cleaned.txt_chunk_6,week_four_working_with_thoughts.docx_1_cleaned.txt,6,"be wide, you can notice that there's a light fog that's passing through. You're no longer lost in the fog. And there's nothing that you need to do. The fog will pass on its own. And the more that you stay aware, it will dissolve in the warmth of your own moment to moment attention. So at times, you can use a metaphor like this, the thinking process or thoughts like fog as a way to help open up the mind and to untangle your awareness from the thinking process. So now for these last few moments, just return to the felt sense of your body and your breath and seeing if you can rest with your soft belly breathing for a few more moments.",125
week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt_chunk_0,week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt,0,"Week One: Awareness of Breath and Body 00:00 Welcome to this awareness of breath and body meditation. When practicing this meditation and any others throughout this program, please find a quiet place and time that works best for you to practice free from distractions and interruptions, remembering also to always care for yourself including easing up on a meditation practice or discontinuing it altogether if it ever feels too challenging for you, for whatever reason. And so now, beginning this meditation by simply settling into a comfortable seated position, one that for you reflects a sense of comfort in the body and a wakeful kind attentiveness, choosing to either gently close your eyes or keeping your eyes open with a soft fixed gaze, allowing your hands to rest comfortably wherever they will, feeling your feet in contact with the floor, perhaps aware of the weight of the body being held",150
week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt_chunk_1,week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt,1,"and supported by the chair, or maybe a sense of coolness or warmth in the room you're sitting in. And now, when you're ready, if you'd like, taking in two or three deeper, fuller breaths. As you breathe in, inviting ease, and as you breathe out, allowing the out- breath to fully release. With each out-breath, as best you can, letting go of what's already been and is yet to come and allowing your attention to simply be here now. Letting go of the deeper fuller breaths now and becoming aware of the natural rhythmic quality of the breath. The body knows just how to breathe. So there is no need to control the breath or to manipulate it in any way. There is no right or wrong way to breathe while doing a mindfulness practice. The key is to simply notice how it actually is moment by moment. So",150
week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt_chunk_2,week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt,2,"simply observing now with a kind attentiveness the felt sensations of the body breathing, the expansive feel of the breath as it enters the body, and the natural release of the out-breath. As if riding the waves of the body breathing, allowing your attention to be gently with each in-breath and each out-breath. When you notice that your attention has wandered away from the breath, which it inevitably will, as the mind is inclined to wander, simply become aware of this. And as best you can without feeding the thought or pushing it away or judging the fact that your attention has wandered, with kindness and care, simply escort your attention back to the breath. Noticing if the breath is now an in-breath or an out-breath and beginning again, fresh and new. Nothing has been lost. You've gained because you've come home again to just this breath. Practicing now in",150
week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt_chunk_3,week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt,3,"silence, just this breath, just this moment, just as it is, with kindness and care. And now, when you're ready, allowing this focused awareness on your breath to recede a bit into the background. And enlarging your field of awareness to include the body as a whole sitting here now, aware perhaps of the sensations of your back resting against the back side of the chair, or the feel of your feet resting on the floor. Allowing your awareness to gently be with the felt sense of the body as a whole sitting here, now, simply being, simply breathing. 06:38 Taking a moment now to notice the overall quality and condition of the body, mind, and heart. As we bring this guided meditation to a conclusion, honoring your practice, honoring your good self-care. When you're ready, slowly move your fingers and toes, and if your eyes have been closed, gently",150
week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt_chunk_4,week_one_awareness_of_breath_and_body_8_minutes.docx_cleaned.txt,4,"opening them now. Perhaps taking a moment to look around the room you're sitting in, and when you're ready, slowly resuming your daily activities. Remember, that at any time throughout the day, you can mindfully return to the breath. It's always there for you as a constant support and a mindful companion",52
week_one_grounding_meditation_5_minutes.docx_cleaned.txt_chunk_0,week_one_grounding_meditation_5_minutes.docx_cleaned.txt,0,"Week One: Grounding Meditation So find a relaxed, comfortable position, keeping your back upright, but not stiff, allowing your hands to rest wherever is comfortable on your legs or in your lap. And then, allowing your eyes to gently close if that feels comfortable, or allowing them to be open with a relaxed soft gaze, taking a moment to invite your mouth to be relaxed, the teeth to slightly drift apart, your lips to lightly touch, and your tongue to rest wherever is comfortable. And inviting your attention to really become internally aware, this internal orientation. Feeling your body and noticing your body from the inside. Inviting in a sense of relaxation and also a bit of curiosity and interest. Noticing different qualities of your body. Noticing the steadiness of your posture. Noticing the solidity of your body. Awareness of all of the contact points, the connection points between your",150
week_one_grounding_meditation_5_minutes.docx_cleaned.txt_chunk_1,week_one_grounding_meditation_5_minutes.docx_cleaned.txt,1,"body and the chair, the floor, even your hands resting on your legs or in your lap. You may even notice the felt sense of gravity, that gentle pull towards the ground. As much as you can, holding all of this with a sense of ease and relaxation. And now, inviting your attention to tune into the natural flow of your breath, and seeing if you can notice the felt sense of your breath wherever it is felt most easily and naturally. It might be your belly. It might be your chest, or it might be noticing your breath at your nostrils. And allowing the breath to be natural, not controlling, nothing you need to do. You're tuning into the rhythm of the in and the out breath, moment to moment. Now you may notice at times that your attention wanders. It drifts away from your breath and your body,",150
